From,To,Subject,Body,TransactionID,Payment Date,Class
Dave@HDFC.com,Rishabh@CitiBankLondon.com,Transaction no. 382410 is unresolved.,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",382410,26-07-2019,Pending
Jason@DESHAW.com,Isabella@CitiBankNewYork.com,Soliciting information for ID : 696876,Urgently require details of acc 696876 reply asap,696876,08-03-2019,Request
Angela@DESHAW.com,Isabella@CitiBankNewYork.com,Abrupt closure of transaction with ID 592265,This is to notify you that my transaction 592265 has failed. Please reply to me with the cause as soon as possible.,592265,15-09-2019,Failed
Spike@BNYMellon.com,Rohan@CitiBankNewYork.com,Processing transaction having ID : 453542,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,453542,26-08-2019,Processing
Adam@HSBC.com,Suhail@CitiBankHongKong.com,Imploring update on transaction : 826789,I request you to kindly send the status of my transaction with ID : 826789Thanks and regards,826789,01-12-2019,Request
Jason@HSBC.com,Patrick@CitiBankSingapore.com,Incomplete transaction 051639,"Since my transaction 051639 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",51639,20-05-2020,Pending
Bella@DESHAW.com,Sumit@CitiBankPune.com,Transaction having ID : 493686 has stopped. Help!,This is in response to your email stating that my transaction having ID 493686 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,493686,12-12-2018,Failed
Stacy@DEUTSCHEBANK.com,Isabella@CitiBankNewYork.com,Partial payment for transaction 347372,I regret to inform you the I could only pay the partial amount of EUR 484332 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,347372,08-04-2019,Pending
Dave@BNYMellon.com,Isabella@CitiBankLondon.com,Transaction having ID : 278161 has stopped. Help!,"Hey, I see my transaction with ID 278161 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",278161,29-05-2020,Failed
Stefanie@JPMorgan.com,Shubhanshu@CitiBankNewYork.com,Failure of transaction 212887,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 212887 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",212887,25-12-2019,Failed
Dave@DEUTSCHEBANK.com,Suhail@CitiBankNewYork.com,Remaining amount for transaction 174033 to be paid later.,The transaction 174033 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,174033,18-12-2019,Pending
Yasmin@DEUTSCHEBANK.com,Suhail@CitiBankSingapore.com,How to change PIN no of ATM card?,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 482381,482381,22-07-2019,General
Yasmin@SBI.com,Suhail@CitiBankSingapore.com,Transaction having ID : 461230 has stopped. Help!,This is in response to your email stating that my transaction having ID 461230 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,461230,10-03-2020,Failed
Dave@HDFC.com,Liam@CitiBankLondon.com,Seeking update on the status of transaction 197738,"I need details of 197738 urgently, please provide the same on priority basis.",197738,10-01-2020,Request
Morgan@HSBC.com,Suhail@CitiBankHongKong.com,Payment outstanding for transaction 596915,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",596915,29-02-2020,Pending
Phillip@DESHAW.com,Rudra@CitiBankHongKong.com,Asking for the details for transaction 772239,"Hey, I would be really grateful if you could tell me the details of account no. 772239Thanks.",772239,15-05-2019,Request
Adam@SBI.com,Isabella@CitiBankSingapore.com,Remaining amount for transaction 118604 to be paid later.,"Hello!! Greetings for the day. Status of transaction INR 930138 for account 118604 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",118604,29-04-2020,Pending
Phillip@DESHAW.com,Suhail@CitiBankLondon.com,The pending amount for transaction 495253 will reach you soon,"Hello!! Greetings for the day. Status of transaction EUR 813114 for account 495253 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",495253,27-01-2020,Pending
Bella@HDFC.com,Elena@CitiBankPune.com,Accepted payment. Transaction908026 currently processing,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,908026,01-03-2019,Processing
Spike@HSBC.com,Shubhanshu@CitiBankNewYork.com,Incomplete transaction 880731,The transaction 880731 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,880731,04-06-2019,Pending
Jacob@HDFC.com,Shai@CitiBankNewYork.com,Received full payment for transaction no. 743077,Hello! Sincere greetings for the day. I would like to inform you that my transaction 743077 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,743077,05-10-2019,Complete
Jason@DEUTSCHEBANK.com,Shaniece@CitiBankHongKong.com,Request to send details of transaction 177570,"I need details of 177570 urgently, please provide the same on priority basis.",177570,12-04-2020,Request
Spike@HSBC.com,Rishabh@CitiBankPune.com,Want to block account 103648,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 103648,103648,06-01-2019,General
Archie@HDFC.com,Suhail@CitiBankPune.com,Completed transaction no. 926591,I deeply appreciate your quick service as I have received the pre-approved loan amount of EUR 563624,926591,30-12-2019,Complete
Stacy@HDFC.com,Dipesh@CitiBankHongKong.com,Failure of transaction 910762,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 910762 Regards.,910762,26-08-2019,Failed
Angela@JPMorgan.com,Shaniece@CitiBankSingapore.com,Urgently required update on transaction 076040,Can you please tell me the amount transferred through transaction ID : 076040? Thanks.,76040,13-11-2019,Request
Bella@SBI.com,Rudra@CitiBankNewYork.com,Handling the transaction 570322 after payment.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,570322,04-05-2020,Processing
Stacy@SBI.com,Rishabh@CitiBankSingapore.com,Transaction no. 667503 is unresolved.,"Since my transaction 667503 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",667503,06-01-2019,Pending
Phillip@HDFC.com,Shai@CitiBankHongKong.com,Fulfilled transaction having ID : 341682,Glad to let you know that I got the desired payment in reference to transaction 341682 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,341682,11-05-2019,Complete
Bella@JPMorgan.com,Shubhanshu@CitiBankHongKong.com,Request to send details of transaction 810073,"Hey, I would be really grateful if you could tell me the details of account no. 810073 Thanks.",810073,04-03-2019,Request
Yasmin@DEUTSCHEBANK.com,Rudra@CitiBankLondon.com,Transaction 272174 has failed!,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 272174 Regards.,272174,20-06-2019,Failed
Morgan@BNYMellon.com,Suhail@CitiBankNewYork.com,Payment outstanding for transaction 117129,"Since my transaction 117129 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",117129,27-02-2019,Pending
David@JPMorgan.com,Shubhanshu@CitiBankPune.com,Partially paid the required amount for transaction 051413,"Hello!! Greetings for the day. Status of transaction USD 789957 for account 051413 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",51413,01-04-2020,Pending
Spike@HDFC.com,Rohan@CitiBankHongKong.com,The pending amount for transaction 786532 will reach you soon,I regret to inform you the I could only pay the partial amount of EUR 910800 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,786532,03-01-2019,Pending
Jason@SBI.com,Elena@CitiBankPune.com,Remaining amount for transaction 522293 to be paid later.,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",522293,11-01-2020,Pending
Archie@DESHAW.com,Rohan@CitiBankLondon.com,Upgrade to an account with more benefits,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",72554,04-05-2020,General
Archie@SBI.com,Suhail@CitiBankLondon.com,Request to send details of transaction 662911,Please provide a status update on 662911 at the earliest,662911,02-12-2019,Request
Stacy@HDFC.com,Patrick@CitiBankSingapore.com,Fulfilled transaction having ID : 656517,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 656517 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,656517,04-03-2019,Complete
Stefanie@SBI.com,Suhail@CitiBankHongKong.com,Urgent : Transaction 813139 ceased.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 813139 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",813139,11-05-2019,Failed
Jacob@JPMorgan.com,Patrick@CitiBankSingapore.com,Payment is pending for transaction 685606,The transaction 685606 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,685606,18-04-2019,Pending
David@DESHAW.com,Patrick@CitiBankSingapore.com,Transaction no. 555215 is unresolved.,I regret to inform you the I could only pay the partial amount of GBP 485276 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,555215,24-06-2019,Pending
Dave@DEUTSCHEBANK.com,Rishabh@CitiBankSingapore.com,Transaction 597925 is complete,Glad to let you know that I got the desired payment in reference to transaction 597925 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,597925,28-01-2020,Complete
Stacy@DEUTSCHEBANK.com,Neha@CitiBankSingapore.com,Received full payment for transaction no. 262664,"Hey, I am writing in reference to the transaction 262664 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",262664,27-02-2019,Complete
Mike@BNYMellon.com,Liam@CitiBankSingapore.com,Payment received for transaction : 501271 and now processing.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,501271,11-03-2020,Processing
Phillip@DESHAW.com,Dipesh@CitiBankLondon.com,Urgent : Transaction 668957 ceased.,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 668957 Regards.,668957,09-11-2019,Failed
Zachary@SBI.com,Isabella@CitiBankPune.com,Incomplete transaction 036456,There has been only a partial payment of amount INR 930220.Assuring you that the rest will be paid later. Warm Regards.,36456,14-12-2019,Pending
Archie@HDFC.com,Liam@CitiBankLondon.com,Soliciting information for ID : 399877,"Hey, I would be really grateful if you could tell me the details of account no. 399877Thanks.",399877,25-11-2019,Request
Dave@BNYMellon.com,Shubhanshu@CitiBankHongKong.com,Seeking update on the status of transaction 686647,Can you please tell me the amount transferred through transaction ID : 686647? Thanks.,686647,06-03-2019,Request
Stacy@JPMorgan.com,Rudra@CitiBankPune.com,Received full payment for transaction no. 779435,Hello! Sincere greetings for the day. I would like to inform you that my transaction 779435 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,779435,18-07-2019,Complete
Zachary@DEUTSCHEBANK.com,Shubhanshu@CitiBankNewYork.com,Concluded the transaction 114281,I deeply appreciate your quick service as I have received the pre-approved loan amount of GBP 785697,114281,20-02-2020,Complete
David@HDFC.com,Rudra@CitiBankSingapore.com,Soliciting information for ID : 583599,Can you please tell me the amount transferred through transaction ID : 583599? Thanks.,583599,13-06-2019,Request
Mike@BNYMellon.com,Shaniece@CitiBankSingapore.com,Want to block account 151885,I would like to know the instructions to be followed to install and setup mobile banking. Please reply to me with the same. Thanks in advance.,151885,29-05-2019,General
Mike@JPMorgan.com,Rudra@CitiBankHongKong.com,Request to send details of transaction 629629,"Hey, I would be really grateful if you could tell me the details of account no. 629629Thanks.",629629,08-08-2019,Request
Morgan@DESHAW.com,Elena@CitiBankLondon.com,Why cant I withdraw money with my ATM card?,Kindly add the contact no. 8958657485 to my bank account 355419,355419,22-04-2019,General
Morgan@DESHAW.com,Patrick@CitiBankLondon.com,Finalized transaction of ID : 571919,I deeply appreciate your quick service as I have received the pre-approved loan amount of GBP 693288,571919,26-12-2019,Complete
Spike@BNYMellon.com,Shaniece@CitiBankSingapore.com,Sorted out the transaction with ID : 619734,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 619734 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,619734,23-12-2018,Complete
Stacy@DESHAW.com,Anthony@CitiBankLondon.com,Asking for the details for transaction 658274,Please provide a status update on 658274 at the earliest,658274,20-04-2020,Request
Mike@DESHAW.com,Dipesh@CitiBankLondon.com,Abrupt closure of transaction with ID 887936,This is in response to your email stating that my transaction having ID 887936 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,887936,21-11-2019,Failed
Stacy@SBI.com,Patrick@CitiBankPune.com,Handling the transaction 171917 after payment.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,171917,03-08-2019,Processing
Zachary@BNYMellon.com,Shai@CitiBankNewYork.com,Handling the transaction 095051 after payment.,Acknowledging the received payment for transaction 095051 . It is finally in process. Kind regards.,95051,25-02-2019,Processing
Yasmin@DESHAW.com,Isabella@CitiBankSingapore.com,Incomplete transaction 578746,I regret to inform you the I could only pay the partial amount of EUR 639472 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,578746,22-02-2019,Pending
Bella@DESHAW.com,Neha@CitiBankLondon.com,Transaction 933481 is complete,"Hey, I am writing in reference to the transaction 933481 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",933481,10-09-2019,Complete
Jacob@HDFC.com,Sumit@CitiBankPune.com,Urgent : Transaction 033523 ceased.,This is to notify you that my transaction 033523 has failed. Please reply to me with the cause as soon as possible.,33523,05-03-2020,Failed
Morgan@HSBC.com,Patrick@CitiBankNewYork.com,Seeking update on the status of transaction 092679,Urgently require details of acc 092679 reply asap,92679,14-01-2019,Request
Stacy@BNYMellon.com,Suhail@CitiBankHongKong.com,Want to block account 618874,I would like to know the instructions to be followed to install and setup mobile banking. Please reply to me with the same. Thanks in advance.,618874,02-02-2019,General
Bella@HDFC.com,Rishabh@CitiBankNewYork.com,Upgrade to an account with more benefits,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 195349,195349,08-04-2019,General
Dave@SBI.com,Neha@CitiBankNewYork.com,Partially paid the required amount for transaction 408976,"Since my transaction 408976 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",408976,03-02-2019,Pending
Dave@HSBC.com,Shubhanshu@CitiBankSingapore.com,Required money acquired. Transaction 074684 is in process.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,74684,07-04-2020,Processing
Angela@JPMorgan.com,Rohan@CitiBankNewYork.com,Seeking update on the status of transaction 717483,"Hey, I would be really grateful if you could tell me the details of account no. 717483Thanks.",717483,26-05-2019,Request
Stefanie@HDFC.com,Neha@CitiBankNewYork.com,Accepted payment. Transaction360393 currently processing,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,360393,14-05-2019,Processing
Angela@HSBC.com,Rudra@CitiBankSingapore.com,Soliciting information for ID : 314252,Kindly reply to me at the earliest with the last 3 transactions made with the account no 314252Thanks in advance.,314252,10-12-2018,Request
Yasmin@HDFC.com,Shubhanshu@CitiBankNewYork.com,Imploring update on transaction : 222632,"Hey, I would be really grateful if you could tell me the details of account no. 222632Thanks.",222632,05-03-2019,Request
Zachary@BNYMellon.com,Sumit@CitiBankLondon.com,Change address for account no. 494158,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",494158,10-02-2020,General
Dave@SBI.com,Dipesh@CitiBankNewYork.com,Payment received for transaction : 638940 and now processing.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,638940,08-05-2020,Processing
Zachary@SBI.com,Sumit@CitiBankSingapore.com,Required money acquired. Transaction 975843 is in process.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,975843,03-04-2020,Processing
David@DEUTSCHEBANK.com,Shaniece@CitiBankNewYork.com,Add one more contact no. to account 684910,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",684910,19-01-2019,General
Mike@DESHAW.com,Shai@CitiBankLondon.com,Required money acquired. Transaction 082081 is in process.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 082081 . It is now being processed. I am grateful for your support. Warm regards.",82081,16-05-2019,Processing
Adam@JPMorgan.com,Isabella@CitiBankHongKong.com,New Cheque book,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 434924,434924,16-08-2019,General
Archie@HSBC.com,Rishabh@CitiBankLondon.com,Pending payment for transaction having ID : 881754,I regret to inform you the I could only pay the partial amount of GBP 209817 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,881754,11-03-2019,Pending
Adam@JPMorgan.com,Liam@CitiBankNewYork.com,Soliciting information for ID : 218304,I request you to kindly send the status of my transaction with ID : 218304Thanks and regards,218304,29-07-2019,Request
Phillip@JPMorgan.com,Liam@CitiBankPune.com,Impetrating details for ID : 542090,Please provide a status update on 542090 at the earliest,542090,20-10-2019,Request
Bella@DESHAW.com,Elena@CitiBankSingapore.com,Change address for account no. 182447,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",182447,30-07-2019,General
Stefanie@BNYMellon.com,Shai@CitiBankLondon.com,Required money acquired. Transaction 375912 is in process.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,375912,11-03-2019,Processing
Phillip@SBI.com,Rudra@CitiBankPune.com,Transaction no. 565849 is unresolved.,The transaction 565849 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,565849,03-04-2019,Pending
Jacob@HSBC.com,Elena@CitiBankSingapore.com,Transaction no. 542111 is unresolved.,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",542111,06-03-2020,Pending
Angela@JPMorgan.com,Neha@CitiBankNewYork.com,Payment done and Transaction 943826 settled.,Glad to let you know that I got the desired payment in reference to transaction 943826 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,943826,06-04-2019,Complete
Adam@HSBC.com,Shaniece@CitiBankHongKong.com,Transaction 788134 has failed!,This is in response to your email stating that my transaction having ID 788134 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,788134,08-04-2019,Failed
Spike@DEUTSCHEBANK.com,Liam@CitiBankPune.com,Transaction 549839 is now being processed.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,549839,28-12-2018,Processing
Angela@DEUTSCHEBANK.com,Shaniece@CitiBankPune.com,Dealing with the transaction 487220,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,487220,02-10-2019,Processing
Stacy@SBI.com,Anthony@CitiBankSingapore.com,Processing transaction having ID : 276123,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,276123,21-12-2018,Processing
Yasmin@JPMorgan.com,Anthony@CitiBankSingapore.com,Soliciting information for ID : 370888,Kindly reply to me at the earliest with the last 3 transactions made with the account no 370888Thanks in advance.,370888,04-03-2019,Request
Adam@HSBC.com,Rohan@CitiBankHongKong.com,Failure of transaction 742741,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 742741 Regards.,742741,09-09-2019,Failed
Phillip@DEUTSCHEBANK.com,Anthony@CitiBankPune.com,Fulfilled transaction having ID : 320311,"To whom it may concern, I have successfully received payment for the transaction 320311 . I am grateful for your cooperation. Thank you so much and regards.",320311,09-04-2020,Complete
Jacob@BNYMellon.com,Neha@CitiBankLondon.com,Change address for account no. 439082,I would like to know the instructions to be followed to install and setup mobile banking. Please reply to me with the same. Thanks in advance.,439082,16-02-2020,General
Bella@HSBC.com,Elena@CitiBankLondon.com,Handling the transaction 814423 after payment.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 814423 . It is now being processed. I am grateful for your support. Warm regards.",814423,19-07-2019,Processing
Zachary@HDFC.com,Isabella@CitiBankSingapore.com,Partially paid the required amount for transaction 354003,The transaction 354003 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,354003,09-05-2019,Pending
Dave@JPMorgan.com,Sumit@CitiBankSingapore.com,Incomplete transaction 797358,The transaction 797358 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,797358,12-12-2018,Pending
Yasmin@HDFC.com,Shai@CitiBankLondon.com,Pending payment for transaction having ID : 548023,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",548023,07-10-2019,Pending
Stacy@HDFC.com,Shaniece@CitiBankNewYork.com,Why has my transaction 621594 stopped?,This is to notify you that my transaction 621594 has failed. Please reply to me with the cause as soon as possible.,621594,11-12-2019,Failed
Stacy@JPMorgan.com,Rishabh@CitiBankNewYork.com,Transaction 916277 stalled and payment not received.,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 916277 Regards.,916277,07-10-2019,Failed
Zachary@BNYMellon.com,Isabella@CitiBankLondon.com,Handling the transaction 612729 after payment.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 612729 . It is now being processed. I am grateful for your support. Warm regards.",612729,23-10-2019,Processing
Stacy@SBI.com,Shubhanshu@CitiBankSingapore.com,Transaction 856464 is complete,"Hey, I am writing in reference to the transaction 856464 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",856464,22-09-2019,Complete
Jacob@JPMorgan.com,Liam@CitiBankSingapore.com,Processing transaction having ID : 968492,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 968492 . It is now being processed. I am grateful for your support. Warm regards.",968492,16-10-2019,Processing
Bella@JPMorgan.com,Patrick@CitiBankPune.com,Partially paid the required amount for transaction 774120,I regret to inform you the I could only pay the partial amount of GBP 781362 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,774120,06-02-2019,Pending
Archie@JPMorgan.com,Liam@CitiBankLondon.com,Abrupt closure of transaction with ID 195831,"Hey, I see my transaction with ID 195831 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",195831,07-09-2019,Failed
Jason@JPMorgan.com,Liam@CitiBankNewYork.com,Want to block account 537573,I would like to know the instructions to be followed to install and setup mobile banking. Please reply to me with the same. Thanks in advance.,537573,05-11-2019,General
Stefanie@JPMorgan.com,Patrick@CitiBankHongKong.com,The pending amount for transaction 816939 will reach you soon,I regret to inform you the I could only pay the partial amount of EUR 436913 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,816939,29-06-2019,Pending
Stefanie@HSBC.com,Anthony@CitiBankNewYork.com,Sorted out the transaction with ID : 990780,Hello! Sincere greetings for the day. I would like to inform you that my transaction 990780 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,990780,05-05-2020,Complete
Spike@DESHAW.com,Sumit@CitiBankHongKong.com,Change address for account no. 957500,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 957500,957500,24-10-2019,General
Adam@SBI.com,Sumit@CitiBankHongKong.com,Add one more contact no. to account 144538,This is to inform you that I am not able to withdraw money from my account 144538. Please help!,144538,27-07-2019,General
Adam@HDFC.com,Rishabh@CitiBankNewYork.com,Urgent : Transaction 377329 ceased.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 377329 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",377329,29-03-2019,Failed
Mike@BNYMellon.com,Rudra@CitiBankHongKong.com,Abrupt closure of transaction with ID 799237,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 799237 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",799237,17-05-2019,Failed
David@DESHAW.com,Dipesh@CitiBankPune.com,Change address for account no. 254215,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",254215,05-01-2020,General
Phillip@DEUTSCHEBANK.com,Patrick@CitiBankSingapore.com,Transaction 809278 has failed!,This is in response to your email stating that my transaction having ID 809278 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,809278,02-07-2019,Failed
Jacob@DEUTSCHEBANK.com,Liam@CitiBankPune.com,Add one more contact no. to account 980580,This is to inform you that I am not able to withdraw money from my account 980580. Please help!,980580,08-08-2019,General
Jason@HSBC.com,Neha@CitiBankPune.com,Seeking update on the status of transaction 754683,Kindly reply to me at the earliest with the last 3 transactions made with the account no 754683Thanks in advance.,754683,18-08-2019,Request
Stacy@DESHAW.com,Neha@CitiBankPune.com,Payment received for transaction : 809031 and now processing.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,809031,16-07-2019,Processing
Angela@SBI.com,Shaniece@CitiBankPune.com,Sorted out the transaction with ID : 624008,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 624008 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,624008,30-04-2019,Complete
Archie@DEUTSCHEBANK.com,Anthony@CitiBankHongKong.com,Transaction 224493 is complete,"To whom it may concern, I have successfully received payment for the transaction 224493 . I am grateful for your cooperation. Thank you so much and regards.",224493,17-03-2019,Complete
Jacob@JPMorgan.com,Rishabh@CitiBankSingapore.com,Dealing with the transaction 714579,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 714579 . It is now being processed. I am grateful for your support. Warm regards.",714579,13-04-2020,Processing
Stacy@HSBC.com,Neha@CitiBankLondon.com,Imploring update on transaction : 223103,Urgently require details of acc 223103 reply asap,223103,08-04-2020,Request
Adam@HSBC.com,Rudra@CitiBankSingapore.com,Failure of transaction 730630,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 730630 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",730630,29-12-2018,Failed
Jacob@DEUTSCHEBANK.com,Shaniece@CitiBankPune.com,Seeking update on the status of transaction 944484,Please provide a status update on 944484 at the earliest,944484,10-02-2020,Request
David@JPMorgan.com,Shai@CitiBankLondon.com,Add one more contact no. to account 158964,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",158964,18-11-2019,General
David@SBI.com,Anthony@CitiBankHongKong.com,Payment is pending for transaction 974219,The transaction 974219 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,974219,02-03-2020,Pending
Stefanie@HDFC.com,Rudra@CitiBankPune.com,Add one more contact no. to account 823485,I would like to know the instructions to be followed to install and setup mobile banking. Please reply to me with the same. Thanks in advance.,823485,10-11-2019,General
David@SBI.com,Dipesh@CitiBankPune.com,Dealing with the transaction 606937,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,606937,14-08-2019,Processing
David@HDFC.com,Suhail@CitiBankLondon.com,Incomplete transaction 017007,The transaction 017007 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,17007,18-02-2020,Pending
